lemma,roleset_id,name,role_count,example_count,source_file
overlook,overlook.02,be oriented in a certain direction,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overlook.xml
overpay,overpay.01,to pay too much ,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overpay.xml
overpower,overpower.01,"conquer, sorta",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overpower.xml
overprice,overprice.01,charge too much,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overprice.xml
overreact,overreact.01,to react too strongly,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overreact.xml
override,override.01,to prevail over or declare void,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\override.xml
overrule,overrule.01,to prevail over or declare void,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overrule.xml
oversee,oversee.01,supervise,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\oversee.xml
oversell,oversell.01,to sell more than can be delivered,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\oversell.xml
overshadow,overshadow.01,"to dominate, make insignificant by comparison ",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overshadow.xml
simplify,oversimplify.01,make too simple,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\oversimplify.xml
overstate,overstate.01,exaggerate,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overstate.xml
overstrain,overstrain.01,strain too much,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overstrain.xml
overtake,overtake.01,"surpass, go past",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overtake.xml
overtax,overtax.01,charge too much tax,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overtax.xml
overthrow,overthrow.01,"to bring down, overturn",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overthrow.xml
overturn,overturn.01,"invalidate, reverse",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overturn.xml
overuse,overuse.01,use too much,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overuse.xml
overvalue,overvalue.01,to assign too high a value to,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overvalue.xml
overwhelm,overwhelm.01,overwhelm,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overwhelm.xml
overwork,overwork.01,work too hard,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\overwork.xml
owe,owe.01,payment outstanding,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\owe.xml
own,own.01,possess,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\own.xml
own_up,own.02,confess,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\own.xml
pace,pace.01,move at same speed,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pace.xml
pace,pace.02,walk back and forth nervously,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pace.xml
pacify,pacify.01,make peaceful,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pacify.xml
pack,pack.01,"fill, load",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pack.xml
pack_up,pack.02,"fill up, load",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pack.xml
package,package.01,to place into a package,4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\package.xml
paint,paint.01,put paint on a surface,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\paint.xml
paint,paint.02,create pictures with paint,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\paint.xml
paint,paint.03,"depict, describe",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\paint.xml
pair,pair.01,join two   things,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pair.xml
pair_up,pair.02,same as pair.01,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pair.xml
pale,pale.01,become pale,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pale.xml
pale,pale.02,seem weak by comparison,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pale.xml
palm_off,palm.01,dispose of by deception,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\palm.xml
pamper,pamper.01,"indulge, treat (excessively?) nicely",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pamper.xml
pan,pan.01,to wash dirt in a pan to separate out the  precious metals,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pan.xml
pan_out,pan.02,to turn out well,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pan.xml
panic,panic.01,be all afluster,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\panic.xml
pant,pant.01,breathe heavily,1,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pant.xml
pant,pant.02,speak pantingly,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pant.xml
parachute,parachute.01,travel via parachute,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\parachute.xml
parallel,parallel.01,"be an equal to, match",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\parallel.xml
paralyze,paralyze.01,to make powerless,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\paralyze.xml
parcel_out,parcel.01,to divide into parts and distribute,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\parcel.xml
parch,parch.01,make very very dry,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\parch.xml
pardon,pardon.01,relieve of guilt,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pardon.xml
pardon,pardon.02,social construct,0,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pardon.xml
pare,pare.01,"cut off unnecessary bits, reduce size",4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pare.xml
pare,pare.02,quantifiable reduction,5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pare.xml
pare_down,pare.03,"phrasal cut off unnecessary bits, reduce size",4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pare.xml
pare_down,pare.04,phrasal quantifiable reduction,5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pare.xml
park,park.01,to leave temporarily ,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\park.xml
parry,parry.01,deflect an attack,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\parry.xml
part,part.01,"to separate, break up",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\part.xml
partake,partake.01,to take or have a part in,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\partake.xml
participate,participate.01,take part in,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\participate.xml
pass,pass.01,bill becomes law,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass,pass.02,overtake,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass,pass.03,go by,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass,pass.04,allow to go by,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass,pass.05,give,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass,pass.06,"suffice, get away (with)",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass,pass.07,"pass a class, pass a test",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass,pass.08,variety of idioms,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass_on,pass.09,give,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass_out,pass.10,distribute,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass_out,pass.11,faint,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass_over,pass.12,"ignore, leave behind",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass_up,pass.13,relinquish,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass_on,pass.14,transmit,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
pass_on,pass.15,die,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pass.xml
paste,paste.01,attach using paste,4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\paste.xml
paste,paste.02,get beat up,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\paste.xml
pasteurize,pasteurize.01,eliminate bacteria in liquid by heating,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pasteurize.xml
pat,pat.01,"touch lightly, friendlily with the hand",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pat.xml
patch,patch.01,to mend or supply with a patch,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\patch.xml
patch_up,patch.02,to mend or supply with a patch,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\patch.xml
patent,patent.01,to obtain a patent for,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\patent.xml
patrol,patrol.01,to monitor while in motion,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\patrol.xml
patronize,patronize.01,give money to,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\patronize.xml
pattern,pattern.01,"copy, as if following a pattern",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pattern.xml
pause,pause.01,"to suspend an action, to hesitate",1,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pause.xml
pave,pave.01,cover a wide flat surface,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pave.xml
pave,pave.02,pave the way: prepare,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pave.xml
paw,paw.01,to handle clumsily,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\paw.xml
pawn,pawn.01,to temporarily sell (personal property),2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pawn.xml
pay,pay.01,cf buy and sell,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pay.xml
pay,pay.04,"succeed, work out",1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pay.xml
pay_off,pay.02,pay off,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pay.xml
pay_off,pay.05,"succeed, work out (phrasal)",1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pay.xml
pay_out,pay.03,pay out,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pay.xml
pay_down,pay.06,reduce indebtedness,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pay.xml
peak,peak.01,reach a maximum,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peak.xml
peal,peal.01,(cause to) emit sound like a bell,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peal.xml
peck,peck.01,eat lightly,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peck.xml
peck,peck.02,hit with beak,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peck.xml
pedal,pedal.01,make a bicycle go,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pedal.xml
peddle,peddle.01,to sell or offer for sale,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peddle.xml
peek,peek.01,"look at, sneakily",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peek.xml
peel,peel.01,"to strip, pull off",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peel.xml
peel_off,peel.02,"to cut away,  pare",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peel.xml
peer,peer.01,to look searchingly,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peer.xml
peg,peg.01,stabilize (a price),3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peg.xml
pen,pen.01,write (with a pen),3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pen.xml
pen,pen.02,"put into a pen, enclose",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pen.xml
penalize,penalize.01,to subject to a penalty,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\penalize.xml
penetrate,penetrate.01,"go into, enter",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\penetrate.xml
people,people.01,populate,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\people.xml
pepper,pepper.01,"apply sparsely, like pepper",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pepper.xml
perceive,perceive.01,"to become aware of, understand",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\perceive.xml
perch,perch.01,like a bird,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\perch.xml
perfect,perfect.01,to bring to perfection,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\perfect.xml
perform,perform.01,perform,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\perform.xml
perk_up,perk.01,to gain or regain energy or liveliness,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\perk.xml
permeate,permeate.01,to spread throughout,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\permeate.xml
permit,permit.01,"permit, let, allow",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\permit.xml
perpetrate,perpetrate.01,"do, act, commit",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\perpetrate.xml
perpetuate,perpetuate.01,make last longer/forever,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\perpetuate.xml
persecute,persecute.01,to oppress or harass,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\persecute.xml
persist,persist.01,continue,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\persist.xml
personalize,personalize.01,to make personal,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\personalize.xml
persuade,persuade.01,impelled action,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\persuade.xml
pertain,pertain.01,"to have reference, relate",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pertain.xml
perturb,perturb.01,"disturb, upset",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\perturb.xml
peruse,peruse.01,examine idly,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\peruse.xml
pervade,pervade.01,to spread or diffuse,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pervade.xml
pester,pester.01,"to bother, harass",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pester.xml
petition,petition.01,"to address a petition to, to make a request",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\petition.xml
phase_out,phase.01,eliminate,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\phase.xml
phone,phone.01,to telephone,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\phone.xml
photocopy,photocopy.01,to make a photographic reproduction of,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\photocopy.xml
photograph,photograph.01,take a picture,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\photograph.xml
pick,pick.01,select from a group,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\pick.xml
